0.48106158,0.26314825,-1.34E-07,0.62188786,0.30257577,-0.060585212,0.7180908,0.38396627,-0.0831668,0.79505134,0.44001853,-0.109751955,0.88810825,0.4636519,-0.13532317,0.61498654,0.48853615,-0.010725907,0.5824708,0.5754824,-0.06867797,0.55788827,0.62824667,-0.10872874,0.53284657,0.6767217,-0.13675825,0.5159576,0.47729823,-0.019453827,0.4679424,0.53881866,-0.12497524,0.48613662,0.47426707,-0.16238368,0.5126897,0.442064,-0.16011576,0.42568746,0.45888862,-0.038844854,0.3738237,0.5077536,-0.14875343,0.411366,0.4396091,-0.14419104,0.45258164,0.4049182,-0.10847565,0.34429067,0.43239653,-0.06269604,0.2944071,0.47874793,-0.13447937,0.32790244,0.43789643,-0.122092985,0.3694188,0.41188934,-0.092721604,0
0.48070094,0.2599838,-1.48E-07,0.62321067,0.3030246,-0.054245897,0.717739,0.38264838,-0.07269135,0.7882272,0.43995133,-0.09700031,0.8780308,0.46416056,-0.12041971,0.6176893,0.48775443,-0.003610585,0.5819604,0.57613564,-0.06298031,0.5546157,0.6305666,-0.105951,0.5268164,0.6796776,-0.13628778,0.5195261,0.47731975,-0.014924231,0.46378157,0.5403651,-0.12308094,0.48228836,0.47804767,-0.16318628,0.51162463,0.44534087,-0.16351001,0.43035287,0.4585468,-0.03688401,0.37077916,0.5108981,-0.15021461,0.40834308,0.44307113,-0.14794844,0.45043385,0.40506625,-0.113263495,0.3488223,0.42966697,-0.06291759,0.294801,0.4808079,-0.1388257,0.32823732,0.4425765,-0.1296934,0.36978266,0.41539204,-0.10226646,0
0.47709215,0.2665456,-4.28E-08,0.62869483,0.2966106,-0.06220957,0.72985256,0.37898302,-0.08388091,0.8017431,0.437677,-0.10761454,0.8934132,0.46133357,-0.12968992,0.62526816,0.48575696,-0.01742611,0.5945502,0.5724533,-0.076573506,0.57018614,0.6277585,-0.11547273,0.5452161,0.6775036,-0.14202638,0.528846,0.47807732,-0.024226762,0.47712445,0.5434015,-0.12446066,0.49531367,0.4772009,-0.15292884,0.52210104,0.44716886,-0.14496198,0.43971556,0.46191603,-0.04216278,0.385031,0.511778,-0.14620624,0.4224767,0.44343162,-0.13388307,0.4636418,0.41155958,-0.094717525,0.3579526,0.4358962,-0.06541693,0.30552822,0.4829885,-0.13399817,0.33991882,0.4411164,-0.11779915,0.38338754,0.4156071,-0.086486794,0
0.47297382,0.25294295,-1.91E-07,0.6164535,0.2873344,-0.053516015,0.7185252,0.36982745,-0.069245264,0.794242,0.42704377,-0.08875681,0.8874134,0.44644293,-0.10812039,0.6190663,0.47807926,-0.009710549,0.5901801,0.5660249,-0.06373522,0.5684908,0.62145054,-0.10146016,0.54751027,0.6713534,-0.12850022,0.52102655,0.4700669,-0.019338476,0.4748184,0.5329617,-0.11824713,0.48767594,0.46851578,-0.15113026,0.5108356,0.43512952,-0.14735995,0.43078694,0.45266035,-0.0386673,0.3819653,0.50220484,-0.1441051,0.4141968,0.43248317,-0.13797303,0.4505136,0.39587143,-0.10254442,0.34625274,0.42536256,-0.061731692,0.302887,0.47526523,-0.13273764,0.33452153,0.43386158,-0.12045782,0.37292582,0.40591305,-0.0917689,0
0.44845015,0.24384436,-9.83E-08,0.59404445,0.27441296,-0.06372645,0.7011005,0.3528488,-0.08507823,0.7764937,0.41008133,-0.10836087,0.86999905,0.4329388,-0.13018456,0.6111665,0.46490702,-0.017219024,0.58610344,0.55374897,-0.07793154,0.56588155,0.6095277,-0.119839266,0.54643965,0.66046584,-0.1486593,0.5105215,0.45740762,-0.023540093,0.46618402,0.5210367,-0.13110559,0.47719762,0.4553341,-0.16749603,0.50233185,0.4225504,-0.16392294,0.4181353,0.4424004,-0.040827826,0.36992478,0.4913523,-0.15411638,0.3985123,0.41916132,-0.14818422,0.43678582,0.38459373,-0.11097952,0.3326908,0.41896453,-0.0626369,0.2862789,0.4668821,-0.13829204,0.31287634,0.4219781,-0.12553409,0.35010874,0.39524516,-0.09510832,0
0.4259507,0.24473633,-2.31E-08,0.57040584,0.2682227,-0.07397157,0.67740566,0.34490973,-0.09899014,0.75357544,0.40233436,-0.12334432,0.8493655,0.4246124,-0.14477819,0.59574896,0.4605213,-0.02163609,0.5775851,0.5475056,-0.08746429,0.5579207,0.60310876,-0.13014042,0.53851104,0.6563652,-0.15744744,0.49369043,0.45404387,-0.022891896,0.45131043,0.5161857,-0.13238333,0.45821717,0.4467994,-0.16557007,0.4819498,0.41856864,-0.15772298,0.40077633,0.43996847,-0.03697976,0.3541945,0.48545727,-0.15323895,0.3794294,0.4110251,-0.14498463,0.41433585,0.38298064,-0.10454276,0.313838,0.41861683,-0.056442965,0.2676838,0.4631724,-0.1315953,0.29432952,0.41552344,-0.11648665,0.33016443,0.39236295,-0.083467126,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41913837,0.2541179,1.86E-07,0.5659231,0.26783192,-0.090986624,0.67804724,0.34141302,-0.12754266,0.75587106,0.39703193,-0.16039762,0.8544534,0.42379704,-0.18922636,0.595348,0.4577961,-0.043356426,0.5813527,0.5436469,-0.11711639,0.5654585,0.6020464,-0.16063687,0.548588,0.6558441,-0.18607263,0.4932241,0.45212075,-0.037998587,0.45727324,0.51304114,-0.14858678,0.46649358,0.44130665,-0.1741476,0.4932742,0.41778454,-0.16069455,0.3997595,0.44089237,-0.04734479,0.36312026,0.4861682,-0.16612035,0.3857869,0.41036895,-0.14983504,0.42211956,0.3856491,-0.10411988,0.31514567,0.42412674,-0.06370162,0.27519464,0.46727997,-0.14130937,0.2983847,0.41734645,-0.12143131,0.3343833,0.39406517,-0.0843884,0
0.4299914,0.26643515,2.01E-07,0.5738303,0.28176534,-0.09293027,0.6810685,0.3547051,-0.12729406,0.75951904,0.40968984,-0.15689884,0.85610217,0.43639305,-0.18229274,0.6009906,0.46823227,-0.03223004,0.58476055,0.55147666,-0.100766264,0.565234,0.6086209,-0.14398915,0.5471981,0.6611567,-0.17074883,0.4997151,0.46250394,-0.024142439,0.4621005,0.5194265,-0.13183066,0.47213688,0.44779387,-0.16045052,0.5015812,0.4216036,-0.14943296,0.4075294,0.45016912,-0.031552076,0.37158266,0.4915371,-0.14875746,0.39542904,0.41685542,-0.13723554,0.43331826,0.3923517,-0.09491873,0.3227299,0.4330474,-0.04606619,0.2848232,0.47152397,-0.124755025,0.31325442,0.4191648,-0.10893848,0.35515565,0.3950667,-0.07488941,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
